index,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Trend,14 day SMA,upper band,lower band
316,NCC,EQ,98.6,97.45,100.65,96.0,97.1,97.35,98.46,11558918,1138080059.2,44785,1772387,15.33,Negative,94.21785714285714,99.66531345013891,88.77040083557537
317,NCC,EQ,97.35,97.55,100.3,97.0,100.0,99.8,98.84,8888733,878519213.75,33208,1470395,16.54,Positive,94.74642857142855,100.83266326516298,88.66019387769413
318,NCC,EQ,99.8,99.35,103.25,98.4,101.7,101.5,101.76,16436968,1672679459.35,60306,4336131,26.38,Positive,95.42142857142856,102.268068880109,88.57478826274813
319,NCC,EQ,101.5,102.35,102.75,100.75,100.8,101.2,101.8,7679809,781792108.0,29162,1633447,21.27,Slight or No change,95.94285714285714,103.37706675299304,88.50864753272123
320,NCC,EQ,101.2,101.85,102.3,100.7,101.45,101.15,101.49,4805795,487732871.8,20728,1298510,27.02,Slight or No change,96.62142857142855,104.10183521254427,89.14102193031283
321,NCC,EQ,101.15,101.8,101.8,98.75,99.45,99.65,99.96,7616657,761365800.55,25771,1730170,22.72,Negative,97.12857142857142,104.37911138572596,89.87803147141688
322,NCC,EQ,99.65,100.0,100.1,96.9,97.6,97.8,98.17,4631240,454671427.0,17330,719789,15.54,Negative,97.6,103.99819686137337,91.20180313862662
323,NCC,EQ,97.8,97.3,99.4,97.0,98.0,98.1,98.23,4813555,472841514.5,27825,1095393,22.76,Slight or No change,97.89999999999998,103.93438863132059,91.86561136867937
324,NCC,EQ,98.1,99.0,100.5,98.4,98.95,99.2,99.48,4679327,465498113.45,17362,853778,18.25,Positive,98.40714285714284,103.45443567955074,93.35985003473495
325,NCC,EQ,99.2,99.0,99.85,97.0,97.75,97.65,98.15,4233859,415549027.4,16763,948361,22.4,Negative,98.72142857142856,102.84970149876791,94.59315564408921
326,NCC,EQ,97.65,98.0,99.5,97.25,98.35,98.35,98.43,4193320,412768521.0,13138,762823,18.19,Slight positive,98.99285714285713,102.37126303522592,95.61445125048834
327,NCC,EQ,98.35,98.65,100.0,98.0,98.7,98.25,98.64,10133377,999514283.4,22786,4225041,41.69,Slight or No change,99.18571428571428,101.97427017649535,96.39715839493321
328,NCC,EQ,98.25,98.75,99.6,96.8,98.45,98.65,98.23,6422844,630917486.75,23805,982898,15.3,Slight or No change,99.08928571428571,101.8497702234327,96.32880120513872
329,NCC,EQ,98.65,98.75,105.3,97.6,103.5,103.65,102.52,26440709,2710804129.75,87417,5865739,22.18,Among top gainers,99.45000000000002,103.10870931424184,95.7912906857582
330,NCC,EQ,103.65,104.05,105.3,94.05,95.2,95.35,99.29,19730057,1959007810.6,78406,3710970,18.81,Bear drop,99.30714285714286,103.44400475640809,95.17028095787764
331,NCC,EQ,95.35,95.3,95.35,89.8,91.75,91.75,92.23,23058997,2126626225.85,91564,5208227,22.59,Among top losers,98.73214285714288,104.49296640174597,92.97131931253978
332,NCC,EQ,91.75,92.4,94.1,90.8,92.45,92.65,92.6,11010594,1019559621.55,38572,1666786,15.14,Slight positive,98.10000000000002,104.46323575162313,91.73676424837691
333,NCC,EQ,92.65,92.3,93.85,91.5,92.8,93.2,92.99,5883758,547103449.1,27733,1153991,19.61,Slight positive,97.52857142857145,104.1251572921004,90.93198556504251
334,NCC,EQ,93.2,92.6,94.15,91.0,91.25,91.65,92.49,7195222,665502084.6,35308,2839547,39.46,Negative,96.85000000000002,103.78752338873143,89.91247661126862
335,NCC,EQ,91.65,91.25,92.7,88.1,88.3,88.5,90.4,6160890,556935625.3,30196,1525275,24.76,Among top losers,96.05357142857144,104.08087716353641,88.02626569360648
336,NCC,EQ,88.5,89.0,89.05,85.35,87.5,87.55,86.95,7923921,688980034.7,35984,1687257,21.29,Negative,95.32142857142858,104.45595430840717,86.18690283445
337,NCC,EQ,87.55,88.1,90.75,88.1,89.9,89.8,89.69,4575144,410342707.45,22457,873911,19.1,Positive,94.72857142857144,104.15885931761774,85.29828353952514
338,NCC,EQ,89.8,89.4,92.6,87.6,91.6,91.6,90.54,7377452,667934353.2,37866,998654,13.54,Positive,94.1857142857143,103.37922609245183,84.99220247897676
339,NCC,EQ,91.6,92.0,92.35,88.25,89.0,88.75,89.91,4944377,444542631.4,22238,1087034,21.99,Among top losers,93.55,102.94033873395546,84.15966126604454
340,NCC,EQ,88.75,89.2,90.7,87.15,88.45,88.7,89.12,5497265,489943141.3,27167,679982,12.37,Slight or No change,92.8607142857143,102.14943188962695,83.57199668180164
341,NCC,EQ,88.7,89.5,90.25,79.85,84.55,85.1,85.64,10212778,874591532.55,39343,2144818,21.0,Among top losers,91.92142857142858,101.51699760379485,82.32585953906231
342,NCC,EQ,85.1,85.1,85.2,78.45,79.5,79.85,80.98,9204049,745355704.65,32861,2048985,22.26,Among top losers,90.57857142857142,101.31232224519499,79.84482061194785
343,NCC,EQ,79.85,78.25,80.7,76.9,79.8,79.7,78.99,9613263,759338140.4,31812,1153349,12.0,Slight or No change,88.86785714285713,98.16554975511569,79.57016453059857
344,NCC,EQ,79.7,80.15,81.3,79.55,80.6,80.45,80.36,5106291,410320009.6,20181,1056560,20.69,Slight positive,87.80357142857143,97.31368461124235,78.29345824590051
345,NCC,EQ,80.45,80.9,82.4,78.1,78.75,78.6,80.53,8544207,688028163.35,33992,2000666,23.42,Negative,86.86428571428571,97.25240234016766,76.47616908840376
346,NCC,EQ,78.6,79.15,79.25,72.35,73.1,73.0,75.16,9589740,720747705.55,35042,2468180,25.74,Bear drop,85.46071428571427,97.63737408863234,73.28405448279621
347,NCC,EQ,73.0,72.4,72.95,65.8,71.15,72.1,69.83,13609675,950382897.3,48579,1617483,11.88,Negative,83.95357142857141,97.18165718378212,70.7254856733607
348,NCC,EQ,72.1,70.8,77.95,70.4,74.55,74.85,74.8,11038587,825637187.1,40127,1597485,14.47,Among top gainers,82.75357142857139,96.02206878049398,69.4850740766488
349,NCC,EQ,74.85,72.95,77.7,71.9,75.05,75.05,75.59,13377070,1011209081.2,41232,4540888,33.95,Slight or No change,81.7928571428571,95.21584873551846,68.36986555019574
350,NCC,EQ,75.05,75.5,76.5,70.6,71.25,71.4,73.29,9441279,691936090.4,31501,1673959,17.73,Among top losers,80.63928571428569,94.69205322553515,66.58651820303623
351,NCC,EQ,71.4,71.6,73.8,68.45,70.85,70.35,71.51,11603823,829812938.9,38309,2862857,24.67,Negative,79.24999999999997,93.24714256553642,65.25285743446352
352,NCC,EQ,70.35,71.0,71.95,68.1,69.5,69.75,69.95,7327988,512624728.95,25578,1395627,19.05,Slight negative,77.68928571428569,90.58371972944819,64.79485169912319
353,NCC,EQ,69.75,70.6,74.35,69.85,74.0,73.7,72.45,16377316,1186532739.25,49722,5707657,34.85,Among top gainers,76.61428571428569,87.9519308755239,65.27664055304747
354,NCC,EQ,73.7,70.8,71.8,68.25,69.95,69.95,70.31,9776585,687429268.6,40087,1977657,20.23,Among top losers,75.27499999999998,84.73745617812976,65.8125438218702
355,NCC,EQ,69.95,71.55,74.3,71.1,73.15,73.1,72.97,9392894,685380332.5,26225,2915051,31.03,Among top gainers,74.41785714285712,82.04196941328158,66.79374487243265
356,NCC,EQ,73.1,73.2,73.9,71.6,73.45,73.25,72.94,7172313,523175807.8,27456,1532550,21.37,Slight or No change,73.94642857142856,80.91133668675165,66.98152045610546
357,NCC,EQ,73.25,74.4,74.75,72.5,74.1,74.05,73.82,7477670,551976761.55,21158,2199935,29.42,Positive,73.54285714285712,79.67685535494377,67.40885893077046
358,NCC,EQ,74.05,75.0,75.7,67.95,68.9,68.7,71.1,12646552,899203199.85,33768,3996233,31.6,Bear drop,72.70357142857141,77.91206512573129,67.49507773141153
359,NCC,EQ,68.7,67.35,69.7,65.25,66.45,66.1,66.79,11760089,785450939.1,47911,3913565,33.28,Among top losers,71.81071428571425,76.95018126965996,66.67124730176855
360,NCC,EQ,66.1,67.05,67.8,63.85,65.75,66.05,65.31,10635653,694617579.9,45046,2974717,27.97,Slight or No change,71.31428571428569,77.2412032646063,65.38736816396508
361,NCC,EQ,66.05,64.9,68.5,64.75,68.35,68.15,67.43,8462722,570632660.25,30466,2308227,27.28,Among top gainers,71.03214285714283,77.17024669149308,64.89403902279258
362,NCC,EQ,68.15,68.9,69.85,67.4,68.25,68.35,68.39,6932228,474118028.25,27232,1708496,24.65,Slight or No change,70.56785714285712,76.43951097131678,64.69620331439747
363,NCC,EQ,68.35,67.0,67.75,65.4,66.25,65.7,66.05,11162816,737260892.35,28497,4810573,43.09,Among top losers,69.89999999999998,75.70212162786692,64.09787837213304
364,NCC,EQ,65.7,65.25,67.3,63.25,66.9,66.85,65.53,8545008,559990290.65,22944,917912,10.74,Positive,69.57499999999997,75.52307661219666,63.62692338780329
365,NCC,EQ,66.85,67.5,73.1,65.05,72.5,72.8,69.38,10235581,710174953.95,45722,2561436,25.02,Bull run,69.74999999999997,75.93571555464867,63.56428444535128
366,NCC,EQ,72.8,71.85,76.0,71.5,74.55,74.65,73.86,10072163,743899429.85,28141,2847425,28.27,Positive,70.09999999999998,76.81737128071858,63.38262871928138
367,NCC,EQ,74.65,74.1,75.5,72.65,74.85,75.0,74.37,7163730,532744011.05,20776,1452310,20.27,Slight or No change,70.19285714285711,77.15604133300175,63.22967295271247
368,NCC,EQ,75.0,75.45,79.2,75.2,78.5,78.4,77.91,9215327,717948883.9,28852,1708228,18.54,Among top gainers,70.79642857142855,79.01979717612686,62.57305996673024
369,NCC,EQ,78.4,79.4,82.15,78.5,79.5,79.7,80.42,9842300,791555923.45,30387,1439692,14.63,Positive,71.26785714285712,80.72436545462297,61.81134883109129
370,NCC,EQ,79.7,79.4,81.4,78.2,79.5,79.6,79.8,6287522,501723851.3,21328,815424,12.97,Slight or No change,71.72142857142855,82.14696779641903,61.29588934643805
371,NCC,EQ,79.6,79.85,81.7,79.75,80.9,81.1,80.89,4787645,387252567.65,13929,1133720,23.68,Positive,72.22499999999998,83.7573458151387,60.692654184861254
372,NCC,EQ,81.1,81.35,81.95,81.15,81.55,81.4,81.48,667740,54406946.0,2757,198499,29.73,Slight or No change,73.13214285714284,85.44183929424374,60.82244642004194
373,NCC,EQ,81.4,81.5,84.1,80.85,83.8,83.6,82.66,4960336,410009256.5,15545,732669,14.77,Positive,74.38214285714284,87.16094785380845,61.603337860477225
374,NCC,EQ,83.6,84.45,84.85,82.3,82.55,82.8,83.52,8657177,723034442.05,21308,3004269,34.7,Slight negative,75.57857142857141,88.13139607457663,63.02574678256619
375,NCC,EQ,82.8,82.5,90.5,82.0,89.6,89.85,86.78,28097876,2438205391.5,79932,3096621,11.02,Bull run,77.12857142857139,91.01789850346444,63.239244353678345
376,NCC,EQ,89.85,90.3,90.6,86.05,87.65,87.4,87.97,13566706,1193443081.7,32592,2689110,19.82,Negative,78.48928571428569,92.40646815301653,64.57210327555484
377,NCC,EQ,87.4,87.3,91.85,87.05,89.4,89.7,90.07,14871448,1339469699.7,49921,3516482,23.65,Positive,80.20357142857141,93.21785141312823,67.18929144401459
378,NCC,EQ,89.7,90.1,90.1,86.5,88.0,87.75,87.88,7876563,692160822.4,29304,2353241,29.88,Negative,81.69642857142856,92.76109612774592,70.6317610151112
379,NCC,EQ,87.75,88.2,90.4,88.2,88.75,88.75,89.03,6639630,591128937.6,27045,1732801,26.1,Positive,82.83571428571427,93.21797938401451,72.45344918741404
380,NCC,EQ,88.75,88.15,88.3,84.1,87.35,86.15,86.36,8747293,755437399.9,32351,3056721,34.94,Negative,83.65714285714284,93.01916574364701,74.29511997063868
381,NCC,EQ,86.15,87.0,89.3,86.05,88.8,88.65,87.81,5553588,487680176.3,18750,628178,11.31,Positive,84.63214285714285,92.88819957493666,76.37608613934904
382,NCC,EQ,88.65,88.6,90.45,86.45,86.7,87.0,88.44,8228530,727768700.7,27654,1846896,22.45,Negative,85.24642857142855,92.75052635307026,77.74233078978685
383,NCC,EQ,87.0,87.45,88.2,83.25,86.5,86.8,86.18,10942736,943048367.95,27605,1405957,12.85,Slight or No change,85.7535714285714,92.5712480332272,78.9358948239156
384,NCC,EQ,86.8,86.4,88.6,86.2,88.2,88.05,87.94,6611149,581414287.0,21637,1760051,26.62,Positive,86.35714285714285,92.26331396394413,80.45097175034157
385,NCC,EQ,88.05,88.0,89.3,85.65,86.6,86.7,87.84,6097438,535579918.65,25782,1493501,24.49,Negative,86.75714285714285,91.82921679843074,81.68506891585497
386,NCC,EQ,86.7,86.9,89.25,85.75,88.45,87.65,87.65,9157836,802647453.35,22304,3965869,43.31,Positive,87.20357142857142,91.23869878061505,83.16844407652779
387,NCC,EQ,87.65,89.0,90.55,86.5,86.8,87.0,88.04,9667612,851173258.7,30542,2161110,22.35,Slight negative,87.44642857142857,90.91706679375709,83.97579034910005
388,NCC,EQ,87.0,87.3,88.1,86.15,87.5,87.3,87.26,5933037,517711514.35,21194,1112587,18.75,Slight or No change,87.76785714285714,89.99586319961938,85.5398510860949
389,NCC,EQ,87.3,88.5,88.9,86.5,87.0,87.05,87.52,6151166,538347741.35,21434,858734,13.96,Slight or No change,87.56785714285715,89.46951922673976,85.66619505897454
390,NCC,EQ,87.05,86.6,86.9,83.1,83.8,83.85,84.58,5689810,481247783.25,22431,1072825,18.86,Among top losers,87.3142857142857,90.0681441463214,84.56042728225
391,NCC,EQ,83.85,82.05,82.4,74.6,77.35,77.95,77.53,23232128,1801116234.5,74243,3688293,15.88,Bear drop,86.475,91.93207021986822,81.01792978013177
392,NCC,EQ,77.95,78.7,81.55,77.65,80.0,80.2,79.69,14933203,1190028339.75,45662,2670341,17.88,Positive,85.93571428571428,92.27150135617006,79.5999272152585
393,NCC,EQ,80.2,76.05,78.55,76.05,77.75,77.6,77.85,4364860,339799647.1,13085,404628,9.27,Among top losers,85.1392857142857,92.64612142699039,77.63245000158102
394,NCC,EQ,77.6,76.0,81.45,75.25,81.2,80.5,78.55,12335817,969011105.95,31781,2070294,16.78,Among top gainers,84.73571428571427,92.60712590492696,76.86430266650157
395,NCC,EQ,80.5,81.0,84.75,81.0,83.55,84.0,83.05,7085722,588475362.95,18614,1699515,23.99,Among top gainers,84.4035714285714,91.94917272343548,76.85797013370731
396,NCC,EQ,84.0,85.9,85.9,81.6,83.0,82.8,83.31,6693439,557611034.2,28946,1553410,23.21,Negative,84.1035714285714,91.53763691592656,76.66950594121624
397,NCC,EQ,82.8,82.4,84.35,80.45,82.4,82.35,82.4,7895033,650575838.35,26393,1805024,22.86,Slight negative,83.78571428571425,91.10275746442215,76.46867110700634
398,NCC,EQ,82.35,82.8,84.2,82.5,84.05,83.85,83.57,3958359,330788064.45,11310,718876,18.16,Positive,83.48571428571425,90.38191486411517,76.58951370731333
399,NCC,EQ,83.85,83.4,85.15,83.0,84.0,84.1,84.19,5009746,421750367.15,16239,713929,14.25,Slight or No change,83.29999999999995,89.95929079152637,76.64070920847354
400,NCC,EQ,84.1,84.45,89.65,83.7,88.6,88.45,87.19,15845157,1381472034.05,40719,2331366,14.71,Among top gainers,83.3571428571428,90.18872755254871,76.5255581617369
401,NCC,EQ,88.45,90.35,90.35,88.0,89.5,89.2,89.03,21509170,1914976139.85,63578,2988348,13.89,Slight positive,83.51428571428566,90.79338419728681,76.23518723128451
402,NCC,EQ,89.2,89.15,89.2,84.5,84.7,85.0,86.44,10802432,933805370.35,57975,2573678,23.82,Among top losers,83.34999999999995,90.35988313300697,76.34011686699293
403,NCC,EQ,85.0,84.55,85.4,81.1,83.05,83.0,83.04,10029283,832859070.1,27908,1491288,14.87,Negative,83.06071428571424,89.73928835869616,76.38214021273232
404,NCC,EQ,83.0,82.2,84.2,80.4,84.0,83.95,82.56,6654396,549396049.8,21925,767178,11.53,Positive,83.06785714285711,89.75028037247485,76.38543391323937
405,NCC,EQ,83.95,85.0,86.6,83.4,84.3,83.95,84.92,12438821,1056272280.1,35837,2196609,17.66,Slight or No change,83.49642857142854,89.5000767297358,77.49278041312128
406,NCC,EQ,83.95,84.45,87.0,84.35,86.9,86.55,86.07,8927673,768369817.75,28630,2510107,28.12,Among top gainers,83.94999999999996,89.83923398440167,78.06076601559825
407,NCC,EQ,86.55,87.6,89.5,87.3,88.3,88.15,88.51,11380623,1007320332.75,33509,1380568,12.13,Positive,84.70357142857141,89.72926912765688,79.67787372948594
408,NCC,EQ,88.15,88.45,89.25,87.2,89.05,88.9,88.4,6101362,539332444.6,15395,779438,12.77,Slight positive,85.30357142857142,90.17064514830925,80.43649770883358
409,NCC,EQ,88.9,89.2,91.4,88.6,89.35,89.6,89.99,20485313,1843377851.1,60759,3216844,15.7,Slight positive,85.70357142857141,91.00980350991267,80.39733934723014
410,NCC,EQ,89.6,89.3,91.15,88.25,88.9,88.9,89.93,11707149,1052840429.9,31924,2109286,18.02,Slight negative,86.1392857142857,91.42019160560052,80.85837982297089
411,NCC,EQ,88.9,88.75,90.95,87.55,88.5,88.65,89.48,11748451,1051211028.45,32594,1465475,12.47,Slight or No change,86.58928571428571,91.54278930287376,81.63578212569766
412,NCC,EQ,88.65,89.75,90.1,87.55,88.2,87.95,88.72,5679618,503876805.1,20259,1683523,29.64,Slight negative,86.88214285714287,91.61802993071034,82.1462557835754
413,NCC,EQ,87.95,88.25,90.1,87.85,88.9,88.75,89.02,6113424,544226192.5,18349,1398733,22.88,Slight positive,87.21428571428574,91.75799287091809,82.67057855765339
414,NCC,EQ,88.75,89.45,91.4,89.05,90.7,90.65,90.4,11684106,1056227588.25,32141,2400080,20.54,Positive,87.3714285714286,92.23980601171158,82.50305113114561
415,NCC,EQ,90.65,90.8,93.25,90.0,93.1,92.7,91.86,12740442,1170341697.85,36450,1798566,14.12,Positive,87.6214285714286,93.2017117577479,82.04114538510929
416,NCC,EQ,92.7,93.2,93.95,91.35,92.0,92.15,92.38,14082105,1300838383.85,44909,1925898,13.68,Slight negative,88.13214285714288,93.9812199891921,82.28306572509366
417,NCC,EQ,92.15,91.6,92.0,88.4,88.95,88.75,89.56,8964184,802855326.8,26287,1360758,15.18,Among top losers,88.54285714285717,93.59243551715734,83.493278768557
418,NCC,EQ,88.75,89.55,89.65,87.8,89.15,88.95,88.73,6397003,567637555.0,21871,1430466,22.36,Slight or No change,88.90000000000002,93.20223555482372,84.59776444517632
419,NCC,EQ,88.95,89.4,90.1,87.85,88.5,88.4,88.77,5883826,522309714.7,15357,1568644,26.66,Slight negative,89.21785714285717,92.47541808575016,85.96029619996418
420,NCC,EQ,88.4,88.6,90.4,88.0,89.7,89.7,89.21,7752038,691521425.05,23763,1907134,24.6,Positive,89.44285714285718,92.31951576617757,86.56619851953678
421,NCC,EQ,89.7,89.8,89.85,87.45,87.55,87.95,88.48,6623450,586039476.2,23131,2245459,33.9,Negative,89.42857142857146,92.33472254055324,86.52242031658967
422,NCC,EQ,87.95,88.0,88.55,85.4,85.9,86.0,87.0,4679051,407076774.0,15145,732005,15.64,Negative,89.2214285714286,92.65535753572398,85.78749960713323
423,NCC,EQ,86.0,85.85,86.85,84.3,85.95,86.15,85.39,5870581,501307560.7,16857,1014313,17.28,Slight or No change,88.97500000000004,92.76826325922744,85.18173674077264
424,NCC,EQ,86.15,85.8,87.2,85.0,85.2,85.35,86.05,2983061,256678670.8,11250,486402,16.31,Slight negative,88.7214285714286,92.98211004196413,84.46074710089307
425,NCC,EQ,85.35,85.5,85.85,83.55,83.8,83.85,84.47,4326899,365493228.2,16331,859319,19.86,Negative,88.37857142857145,93.37329391808082,83.38384893906208
426,NCC,EQ,83.85,84.3,85.75,80.65,81.7,81.7,83.62,6704875,560635142.4,21970,1718126,25.63,Negative,87.93214285714286,94.07675990633936,81.78752580794637
427,NCC,EQ,81.7,81.75,82.2,78.9,79.25,79.4,80.32,5883868,472601736.0,19480,976640,16.6,Negative,87.26428571428573,94.88191996963751,79.64665145893396
428,NCC,EQ,79.4,78.4,82.2,78.1,81.45,81.25,80.44,7723855,621323434.75,27614,1577930,20.43,Positive,86.59285714285716,94.57339666026873,78.61231762544558
429,NCC,EQ,81.25,81.65,81.8,79.7,80.4,80.35,80.65,5241571,422712608.9,22184,1032869,19.71,Negative,85.71071428571429,93.51152080924366,77.90990776218491
430,NCC,EQ,80.35,80.8,80.8,79.05,79.6,79.55,79.91,5998560,479352254.8,17021,2108965,35.16,Slight negative,84.81071428571428,92.31293739945245,77.30849117197612
431,NCC,EQ,79.55,80.0,82.35,78.25,79.2,79.3,80.44,15029574,1208973770.0,61608,3786871,25.2,Slight or No change,84.13571428571427,91.8096891429734,76.46173942845515
432,NCC,EQ,79.3,79.7,80.0,77.1,79.45,79.25,78.79,7534840,593641943.15,30660,1560158,20.71,Slight or No change,83.44285714285714,90.99502006715367,75.8906942185606
433,NCC,EQ,79.25,79.7,80.15,77.1,77.9,78.05,78.82,5360338,422478628.7,18215,1139645,21.26,Negative,82.70357142857141,90.19145541494304,75.21568744219978
434,NCC,EQ,78.05,78.55,80.15,76.85,80.0,79.85,78.83,6015118,474172257.0,21413,1177752,19.58,Positive,81.99999999999997,88.43272881442651,75.56727118557343
435,NCC,EQ,79.85,79.7,81.6,78.7,80.55,80.45,80.29,8593946,690035989.7,29297,1983846,23.08,Slight positive,81.46428571428568,86.94058830908841,75.98798311948295
436,NCC,EQ,80.45,79.5,80.75,78.2,78.3,78.65,79.36,6078381,482365938.4,23132,1251848,20.6,Negative,80.93928571428569,85.9302280596207,75.94834336895067
437,NCC,EQ,78.65,79.0,79.65,77.0,79.05,78.75,78.5,5638912,442656371.2,20475,1201082,21.3,Slight or No change,80.41071428571425,84.512717280762,76.3087112906665
438,NCC,EQ,78.75,79.1,84.65,78.55,83.6,83.55,81.98,24202434,1984077733.55,73192,3565587,14.73,Among top gainers,80.28214285714283,83.78655922308542,76.77772649120024
439,NCC,EQ,83.55,85.0,86.0,82.1,82.8,82.85,83.89,15796163,1325091568.5,46916,2927423,18.53,Slight negative,80.21071428571426,83.43112481171805,76.99030375971047
440,NCC,EQ,82.85,82.6,87.25,81.45,86.9,86.65,84.51,13480135,1139266471.0,32990,2355973,17.48,Among top gainers,80.56428571428569,85.24492153095676,75.88364989761462
441,NCC,EQ,86.65,86.4,86.65,83.1,84.05,84.2,84.46,8243816,696237650.45,24905,1779250,21.58,Negative,80.90714285714283,85.91234893801908,75.90193677626658
442,NCC,EQ,84.2,84.8,84.8,81.35,81.9,82.05,83.1,6132763,509632683.0,18724,774815,12.63,Negative,80.96428571428568,86.00449764075157,75.9240737878198
443,NCC,EQ,82.05,82.2,83.8,80.85,82.4,82.25,82.34,8198706,675076496.9,20989,702699,8.57,Slight or No change,81.09999999999998,86.17118556916188,76.02881443083808
444,NCC,EQ,82.25,82.75,84.65,82.75,84.3,84.35,84.01,7805202,655715257.8,26431,1027704,13.17,Positive,81.44285714285711,86.70796100520131,76.1777532805129
445,NCC,EQ,84.35,84.35,85.4,83.6,84.85,84.75,84.58,6136304,518995000.65,26928,1366473,22.27,Slight or No change,81.83214285714283,87.21925099285791,76.44503472142775
446,NCC,EQ,84.75,84.9,85.4,84.1,84.6,84.8,84.86,4081690,346362883.4,15509,963335,23.6,Slight or No change,82.2285714285714,87.61398110310789,76.84316175403491
447,NCC,EQ,84.8,85.3,85.65,82.25,83.3,83.6,83.59,9158305,765507706.65,26868,1551585,16.94,Negative,82.62499999999997,87.47597135395345,77.77402864604649
448,NCC,EQ,83.6,81.9,83.05,80.3,82.3,82.4,81.84,8153279,667277593.65,21275,971289,11.91,Negative,82.80714285714284,87.39355374531227,78.2207319689734
449,NCC,EQ,82.4,82.95,86.6,82.55,83.6,84.05,84.56,13911548,1176318264.35,29492,2338012,16.81,Positive,83.06428571428569,87.48198239423084,78.64658903434054
450,NCC,EQ,84.05,84.1,86.0,83.45,85.75,85.6,84.97,8539100,725539906.35,21949,1893526,22.17,Positive,83.56071428571424,87.36034555758164,79.76108301384684
451,NCC,EQ,85.6,85.7,90.3,85.5,89.45,89.4,88.52,14565574,1289364831.85,47573,2858880,19.63,Among top gainers,84.32142857142854,88.23485993723791,80.40799720561917
452,NCC,EQ,89.4,89.45,99.0,88.4,98.55,98.15,95.31,24010051,2288304980.25,95299,5317898,22.15,Bull run,85.36428571428569,93.68815579897404,77.04041562959733
453,NCC,EQ,98.15,98.8,100.6,96.9,98.0,98.85,98.83,13894289,1373191302.8,48738,2864257,20.61,Slight positive,86.50714285714284,97.35489038248578,75.6593953317999
454,NCC,EQ,98.85,98.5,98.8,96.45,96.55,96.75,97.39,7157962,697132911.7,22665,1947297,27.2,Negative,87.2285714285714,99.3820586954924,75.0750841616504
455,NCC,EQ,96.75,96.55,101.15,95.9,100.0,99.9,99.31,16120882,1600916877.75,64743,2525035,15.66,Among top gainers,88.34999999999998,102.09308217585364,74.60691782414632
456,NCC,EQ,99.9,100.5,103.2,100.35,102.9,102.65,102.0,14107394,1438941224.95,48913,3638746,25.79,Positive,89.82142857142856,104.99553172757479,74.64732541528232
457,NCC,EQ,102.65,103.7,105.05,101.65,102.15,103.2,103.4,13155751,1360285856.95,39701,2937459,22.33,Slight positive,91.31785714285714,107.38150971834244,75.25420456737183
458,NCC,EQ,103.2,102.6,108.65,100.4,106.5,106.9,105.15,18153008,1908823900.15,50251,5009075,27.59,Among top gainers,92.92857142857143,110.43956640472594,75.41757645241692
459,NCC,EQ,106.9,106.8,107.8,104.8,106.0,106.2,106.14,8509798,903231330.7,37460,1120368,13.17,Slight negative,94.46071428571429,112.63034992709753,76.29107864433105
460,NCC,EQ,106.2,106.4,109.15,105.55,106.0,106.2,107.24,10448157,1120487698.8,41866,2528418,24.2,Slight or No change,95.98928571428573,114.25830861651463,77.72026281205683
461,NCC,EQ,106.2,106.75,107.25,103.35,105.15,105.15,104.98,6837467,717810289.7,21974,1167074,17.07,Slight negative,97.52857142857145,114.91082207003343,80.14632078710947
462,NCC,EQ,105.15,105.45,110.55,105.15,108.75,109.05,108.95,12978871,1414072275.75,47383,3222757,24.83,Among top gainers,99.43214285714286,115.4619519707833,83.40233374350242
463,NCC,EQ,109.05,108.9,110.6,107.35,110.0,109.5,109.08,9673277,1055199562.05,33873,3224010,33.33,Slight or No change,101.25000000000001,115.43113589895349,87.06886410104654
464,NCC,EQ,109.5,109.5,112.95,109.15,110.2,110.05,111.24,11399374,1268010998.55,44125,3222179,28.27,Slight positive,102.9964285714286,114.67688327054006,91.31597387231713
465,NCC,EQ,110.05,108.5,111.0,107.85,109.1,109.2,109.6,7416700,812885267.65,35104,1586545,21.39,Slight negative,104.4107142857143,113.5089117886361,95.31251678279251
466,NCC,EQ,109.2,109.95,112.3,109.05,111.95,111.8,110.66,6403342,708605689.4,25910,1134211,17.71,Positive,105.38571428571429,114.51928958798084,96.25213898344774
467,NCC,EQ,111.8,111.95,114.2,111.15,112.55,112.4,113.0,8583110,969905130.9,29922,2143685,24.98,Slight positive,106.35357142857144,115.37478269686736,97.33236016027553
468,NCC,EQ,112.4,112.75,114.0,110.75,111.7,111.4,112.58,6716962,756208063.8,30896,1589150,23.66,Slight negative,107.40000000000002,114.89153368296871,99.90846631703133
469,NCC,EQ,111.4,112.7,113.75,112.0,112.9,112.85,112.97,4635297,523663077.2,20184,956215,20.63,Positive,108.32500000000002,114.97848376069447,101.67151623930556
470,NCC,EQ,112.85,112.9,115.9,112.55,114.0,114.25,114.3,9149823,1045808042.0,23938,1207972,13.2,Positive,109.15357142857144,115.65001593374276,102.65712692340011
471,NCC,EQ,114.25,114.5,114.65,109.45,110.55,110.65,112.18,7288713,817639542.9,42815,1756881,24.1,Among top losers,109.6857142857143,115.23249832574986,104.13893024567874
472,NCC,EQ,110.65,111.0,112.6,108.25,110.4,110.5,110.51,7994397,883496934.55,28490,1356300,16.97,Slight or No change,109.94285714285715,115.2624663163042,104.6232479694101
